Shot Number,X,Y
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
2,1369,348
2,1364,354
2,1365,368
2,1361,380
2,1359,395
2,1359,395
2,1358,408
2,1358,408
2,1358,408
2,1357,431
2,1357,431
2,1352,451
2,1352,451
2,346,474
2,376,429
2,413,387
2,449,342
2,481,315
2,513,282
2,555,243
2,583,220
2,613,198
2,646,174
2,679,154
2,708,138
2,740,121
2,772,110
2,802,100
2,829,91
2,861,88
2,893,85
2,921,85
2,921,85
2,951,87
2,951,87
2,984,90
2,984,90
2,1016,97
2,1016,97
2,1042,106
2,1042,106
2,1072,116
2,1101,131
2,1132,148
2,1132,148
2,1160,164
2,1189,186
2,1217,208
2,1245,232
2,1274,258
2,1360,329
2,1368,330
